PayPal configuration error: PayPal credentials not found. Ensure PAYPAL_REST_API_ID and PAYPAL_REST_API_SECRET are set in Railway
Monetization engine error: PayPal credentials not found. Ensure PAYPAL_REST_API_ID and PAYPAL_REST_API_SECRET are set in Railway
[OK] Connected to SQLite database: data\sincor.db
[OK] Database tables initialized (sqlite)
Database Connected: sqlite
JWT Authentication Enabled
Rate Limiting Enabled
Security Headers Enabled
Production Logging Enabled
Monitoring Dashboard Enabled
Loaded 43 agents
Loaded 7 archetypes
[ENGINE API] Registered 15 endpoints
Engine API Controller Enabled
Agent Analytics API Enabled
Agent Steering API Enabled

============================================================
SINCOR MASTER PLATFORM
============================================================
Port: 5000
Debug mode: False
Authentication: ENABLED
Rate Limiting: ENABLED
PayPal: DISABLED
Monetization: DISABLED
Waitlist: ENABLED
Database: data/waitlist.db

Default admin credentials:
  Username: admin
  Password: changeme123
  CHANGE THESE IN PRODUCTION!

Rate Limiting Active:
  Authentication: 5/min, 20/hour, 50/day
  Payments: 10/min, 50/hour, 200/day
  Public endpoints: 20/min, 100/hour, 500/day
============================================================

 * Serving Flask app 'app'
 * Debug mode: off
WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://192.168.0.3:5000
Press CTRL+C to quit
127.0.0.1 - - [01/Oct/2025 23:52:27] "HEAD / HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 00:53:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 00:53:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 00:53:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 00:54:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 00:54:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 00:54:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 00:55:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 00:55:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 00:55:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 00:56:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 00:56:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 00:56:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 00:57:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 00:57:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 00:57:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 00:58:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 00:58:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 00:58:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 00:59:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 00:59:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 00:59:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:00:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:00:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:00:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:01:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:01:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:01:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:02:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:02:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:02:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:03:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:03:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:03:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:04:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:04:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:04:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:05:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:05:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:05:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:06:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:06:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:06:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:07:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:07:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:07:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:08:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:08:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:08:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:09:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:09:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:09:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:10:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:10:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:10:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:11:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:11:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:11:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:12:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:12:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:12:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:13:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:13:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:13:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:14:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:14:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:14:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:15:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:15:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:15:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:16:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:16:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:16:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:17:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:17:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:17:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:18:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:18:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:18:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:19:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:19:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:19:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:20:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:20:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:20:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:21:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:21:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:21:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:22:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:22:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:22:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:23:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:23:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:23:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:24:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:24:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:24:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:25:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:25:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:25:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:26:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:26:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:26:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:27:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:27:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:27:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:28:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:28:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:28:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:29:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:29:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:29:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:30:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:30:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:30:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:31:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:31:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:31:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:32:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:32:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:32:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:33:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:33:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:33:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:34:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:34:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:34:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:35:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:35:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:35:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:36:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:36:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:36:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:37:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:37:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:37:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:38:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:38:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:38:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:39:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:39:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:39:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:40:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:40:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:40:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:41:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:41:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:41:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:42:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:42:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:42:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:43:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:43:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:43:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:44:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:44:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:44:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:45:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:45:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:45:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:46:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:46:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:46:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:47:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:47:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:47:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:48:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:48:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:48:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:49:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:49:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:49:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:50:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:50:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:50:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:51:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:51:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:51:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:52:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:52:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:52:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:53:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:53:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:53:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:54:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:54:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:54:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:55:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:55:01] "GET /api/agent-analytics/metrics?agent_id=E-fomalhaut-09&limit=50 HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:55:01] "GET /api/agent-analytics/agent-summary HTTP/1.1" 200 -
127.0.0.1 - - [02/Oct/2025 01:56:01] "GET /api/agent-analytics/analytics?agent_id=E-fomalhaut-09 HTTP/1.1" 200 -
